cartodb_id,awater,aland,intptlon,intptlat,funcstat,mtfcc,namelsad,geoid,blkgrpce,total_pop,white_alone,nonwhite,tractce,countyfp,statefp,the_geom
635,0,341245,-085.5980672,+42.3007130,S,G5030,Block Group 4,260770003004,4,606,52,554,000300,077,26,0106000020E61000000100000001030000000100000022000000A0F99CBB5D6655C0B7291E17D5264540D9588979566655C0289D4830D5264540A1A2EA573A6655C0BCE6559DD5264540EB353D28286655C05DDE1CAED5264540D9429083126655C04B732B84D5264540E5F04927126655C02FF0DC7BB826454037656EBE116655C0E02BBAF59A2645405C55F65D116655C03D0D18247D26454051C1E105116655C02E3883BF5F2645409E5E29CB106655C07B67B4554926454075B169A5106655C0FAD346753A2645405D6F9BA9106655C06F4BE4823326454051C1E105116655C012D9075916264540ED832C0B266655C0C66F0A2B15264540D765F84F376655C0075F984C152645402063EE5A426655C001A260C61426454041D13C80456655C0F0366F9C14264540CF2C0950536655C09CDCEF5014264540DC2BF3565D6655C02B69C537142645402F6CCD565E6655C0ED66463F1A26454075FEEDB25F6655C07366BB421F26454014747B49636655C0E4F6CB272B2645401A31B3CF636655C0361D01DC2C264540E8DCED7A696655C0CE70033E3F2645408D5DA27A6B6655C065A71FD44526454060FA5E43706655C008A9DBD95726454037195586716655C00CCA349A5C264540DB317557766655C07CF2B0506B264540E529ABE97A6655C0B0E8D66B7A264540E38DCC237F6655C03D2AFEEF882645405F1DC70F956655C0EF3A1BF2CF264540AEA06989956655C00BEC3191D22645408F87BEBB956655C0A5BE2CEDD4264540A0F99CBB5D6655C0B7291E17D5264540
1107,0,2346177,-085.4133398,+41.7806364,S,G5030,Block Group 3,261490405003,3,1233,949,284,040500,149,26,0106000020E610000001000000010300000001000000460000009B559FABAD5A55C076A6D0798DE54440C32CB4739A5A55C0E719FB928DE54440EBD973999A5A55C052616C21C8E54440A3570394865A55C0B169A510C8E544403D0AD7A3705A55C00BB5A679C7E544403276C24B705A55C07C629D2ADFE5444044A4A65D4C5A55C0821FD5B0DFE54440DDEEE53E395A55C011ACAA97DFE54440D84812842B5A55C0F392FFC9DFE5444008CDAE7B2B5A55C0CF8250DEC7E544409082A7902B5A55C0CD8FBFB4A8E54440D27135B22B5A55C0E25CC30C8DE544405A272EC72B5A55C0F3599E0777E54440AE9B525E2B5A55C02F52280B5FE5444067D5E76A2B5A55C0D7A205685BE5444008CDAE7B2B5A55C0F2CEA10C55E54440CBB4FD2B2B5A55C07235B22B2DE544408AC56F0A2B5A55C0A46C91B41BE54440E4F6CB272B5A55C094FB1D8A02E54440FB389A232B5A55C0BDD9E6C6F4E444405A41D3122B5A55C0F2785A7EE0E444402BBD361B2B5A55C0A1698995D1E4444049D6E1E82A5A55C0B0FECF61BEE444408AC56F0A2B5A55C0ABEAE5779AE444404F93196F2B5A55C000C45DBD8AE4444084D4EDEC2B5A55C04AEF1B5F7BE44440555051F52B5A55C063450DA661E444401361C3D32B5A55C0AB08371955E444401361C3D32B5A55C0BA86191A4FE444401361C3D32B5A55C0FDDD3B6A4CE4444043E55FCB2B5A55C01ADA006C40E44440BA490C022B5A55C056478E7406E44440EACDA8F92A5A55C02E1C08C902E444405B5B785E2A5A55C0643BDF4F8DE3444033E202D0285A55C0A9F8BF232AE24440D53F8864C85A55C0D9B0A6B228E24440BDFDB968C85A55C0A48CB80034E24440162F1686C85A55C0BAF42F4965E24440B726DD96C85A55C0EDD3F19881E24440980D32C9C85A55C09B559FABADE24440E1D39CBCC85A55C0185932C7F2E24440342E1C08C95A55C07B2E5393E0E34440EC67B114C95A55C039622D3E05E44440D508FD4CBD5A55C0EBC4E57805E444401FB935E9B65A55C02DB4739A05E4444082A8FB00A45A55C06EA301BC05E444403C4A253CA15A55C02106BAF605E444404EB51666A15A55C01BF1643733E44440A7E67283A15A55C09F5A7D7555E44440EFACDD76A15A55C0CF97DEFE5CE444401283C0CAA15A55C0314278B471E4444029C58EC6A15A55C0CAE0287975E4444029C58EC6A15A55C000A777F17EE444407D1F0E12A25A55C08E05854199E44440A7CCCD37A25A55C00ADCBA9BA7E444403082C64CA25A55C0BCC3EDD0B0E4444042EDB776A25A55C0F085C954C1E444407171546EA25A55C04EF2237EC5E44440D1798D5DA25A55C0247CEF6FD0E44440A7CCCD37A25A55C0154F3DD2E0E44440CBBC55D7A15A55C01268B0A9F3E44440B1355B79C95A55C0A1F48590F3E444400490DAC4C95A55C05A9F724C16E54440E09F5225CA5A55C0B779E3A430E5444081971936CA5A55C001FC53AA44E54440C286A757CA5A55C020D4450A65E54440DAC87553CA5A55C0C4EC65DB69E544402D23F59ECA5A55C09BC761307FE544406F1283C0CA5A55C0DB6B41EF8DE544409B559FABAD5A55C076A6D0798DE54440
4749,0,479275,-085.2201917,+42.3011413,S,G5030,Block Group 5,260250014005,5,362,350,12,001400,025,26,0106000020E61000000100000001030000000100000016000000151DC9E53F4E55C0BEF6CC92002745409C16BCE82B4E55C0B24813EF00274540F48B12F4174E55C023BC3D0801274540691A14CD034E55C0D61EF64201274540AC4ECE50DC4D55C07616BD530127454042B28009DC4D55C05298F738D326454084BBB376DB4D55C084950A2AAA26454084D558C2DA4D55C04DF910548D264540E3DD91B1DA4D55C06DC5FEB27B26454001F73C7FDA4D55C02F6CCD565E26454025E7C41EDA4D55C0BBD1C77C402645402BBEA1F0D94D55C019E76F422126454017A06D35EB4D55C08CF678211D2645409A0645F3004E55C0B859BC5818264540DD94F25A094E55C0A72215C61626454043C5387F134E55C037E33444152645406823D74D294E55C0C1E61C3C13264540E8A221E3514E55C0D38558FD112645403AFDA02E524E55C038F3AB3940264540AC5626FC524E55C0D998D71187264540E17D552E544E55C03B18B14F00274540151DC9E53F4E55C0BEF6CC9200274540
4774,0,429158,-085.2032640,+42.3016342,S,G5030,Block Group 2,260250016002,2,862,744,118,001600,025,26,0106000020E6100000010000000103000000010000001F00000015687748314D55C010514CDE00274540B876A224244D55C04D83A27900274540BB26A435064D55C0CAA48636002745404A287D21E44C55C0FA28232E0027454095B88E71C54C55C09563B2B8FF2645409B8F6B43C54C55C09DB64604E32645404835ECF7C44C55C04278B471C42645407FF8F9EFC14C55C0145CACA8C126454050C24CDBBF4C55C04B395FECBD264540BF99982EC44C55C08F5033A48A2645404E266E15C44C55C0147AFD497C2645406C3F19E3C34C55C0CDE49B6D6E264540C68A1A4CC34C55C065C405A051264540C0CDE2C5C24C55C006EA944737264540D13B1570CF4C55C05587DC0C372645408B14CAC2D74C55C0F57EA31D37264540923CD7F7E14C55C0795DBF6037264540E71BD13DEB4C55C0CCB73EAC372645401C7DCC07044D55C0FB3BDBA337264540BABE0F07094D55C0CCB73EAC3726454069D95A5F244D55C05B4414933726454045A165DD3F4D55C06CAF05BD3726454021B1DD3D404D55C0D503E6215326454003983270404D55C0BB4560AC6F2645405CC98E8D404D55C0BEA085048C2645407AC8940F414D55C06EA12B11A826454056D80C70414D55C071C806D2C52645405001309E414D55C0865AD3BCE3264540616C21C8414D55C0D3997B48F8264540A35BAFE9414D55C010514CDE0027454015687748314D55C010514CDE00274540
7213,0,392355,-085.7017794,+42.4567417,S,G5030,Block Group 4,260050318004,4,539,502,37,031800,005,26,0106000020E61000000100000001030000000100000014000000234E27D9EA6C55C0D2A0681EC03A45405E66D828EB6C55C05A2BDA1CE73A454061191BBAD96C55C09C1A683EE73A4540C5538F34B86C55C0FC3905F9D93A454043554CA59F6C55C0E38C614ED03A454010E7E104A66C55C05A9A5B21AC3A4540B4CBB73EAC6C55C0AE9D2809893A45406244A2D0B26C55C0144031B2643A454038328FFCC16C55C0B6A0F7C6103A4540C1525DC0CB6C55C0271422E0103A45402499D53BDC6C55C0397F130A113A45401873D712F26C55C06DC0E787113A454056B8E523296D55C00D846401133A4540863C821B296D55C0D02346CF2D3A45403E761728296D55C04069A851483A45409E7E5017296D55C0E62329E9613A4540389F3A56296D55C0174A26A7763A4540850838842A6D55C0FF78AF5A993A454090B6F1272A6D55C04448DDCEBE3A4540234E27D9EA6C55C0D2A0681EC03A4540
178,344607,46358154,-085.1056869,+42.7215126,S,G5030,Block Group 2,260150101002,2,1290,1241,49,010100,015,26,0106000020E6100000010000000103000000010000007300000089450C3B8C4855C051A1BAB9F8614540978FA4A4874855C0C401F4FBFE61454021AD31E8844855C0EE60C43E016245401D588E90814855C09F8F32E202624540C2A1B778784855C0E63BF889036245403B00E2AE5E4855C0A41820D104624540BABDA4315A4855C068E6C9350562454075931804564855C0800EF3E505624540703E75AC524855C0F04DD36707624540083E062B4E4855C0ADF6B0170A6245402AA913D0444855C056647440126245408B338639414855C0DB63E94317624540C899266C3F4855C0F2237EC51A624540DB6CACC43C4855C0FA997ADD226245401D90847D3B4855C0E55E605628624540F530B43A394855C03EC7478B3362454070CD1DFD2F4855C06FF3C6496162454049F086342A4855C0A6D6FB8D76624540205D6C5A294855C09EB12FD97862454063804413284855C0EBE6E26F7B624540F4A8F8BF234855C017670C7382624540EF879FFF1E4855C0317C444C89624540E7A90EB9194855C08D800A4790624540BB29E5B5124855C00C5BB39597624540637AC2120F4855C08DD13AAA9A624540676490BB084855C0ECA529029C624540620FED63054855C080EF366F9C6245403A799109F84755C0F06261889C6245409C4EB2D5E54755C074417DCB9C624540481630815B4755C00E1478279F62454075FBAC32534755C090F2936A9F624540FAF02C41464755C01F7F69519F624540CCB1BCAB1E4755C08544DAC69F62454046B247A8194755C014D1AFAD9F6245404087F9F2024655C000CADFBDA3624540831953B0C64555C07009C03FA562454085B01A4B584555C010CD3CB9A66245400EB9196EC04455C0D923D40CA9624540BB2A508BC14455C07D224F92AE614540CC7B9C69C24455C0ACCABE2B826145405B087250C24455C0187B2FBE68614540DDE68D93C24455C03C4B901150614540D11E2FA4C34455C0CE8B135FED60454054FD4AE7C34455C02BB81FF0C0604540EF0390DAC44455C01A1538D906604540357C0BEBC64455C011BF620D175F454040F67AF7C74455C041D5E8D5005F4540990D32C9C84455C02237C30DF85E454053AF5B04C64455C060E811A3E75E45402FBFD364C64455C02FF65E7CD15E454029E8F692C64455C0118C834BC75E45401749BBD1C74455C0643909A52F5E4540E6762FF7C94455C0459DB987845D4540CE1ABCAFCA4455C0B85CFDD8245D454081971936CA4455C0958098840B5D454093020B60CA4455C0CA367007EA5C4540D4F19881CA4455C05534D6FECE5C45402D23F59ECA4455C05A83F755B95C45402CEFAA07CC4455C0BD38F1D58E5C45402CD505BCCC4455C057D11F9A795C45406364C91CCB4455C0C1C8CB9A585C4540B0E76B96CB4455C03811FDDAFA5B454002284696CC4455C004AF963B335B454061FC34EECD4455C043ACFE08C35A454000581D39D24455C0EA4141295A59454011A96917D34455C0A54929E8F6584540D442C9E4D44455C0099DD7D825584540A48AE255D64455C0E27327D87F574540289CDD5A264555C095D6DF12805745405E0EBBEF184655C0D03C80457E5745404A27124C354655C018E945ED7E574540F19A5775564655C0BA1457957D5745401D041DAD6A4655C037363B527D5745401D041DAD6A4655C068226C787A5745407F33315D884655C06E13EE95795745401F48DE39944655C01494A2957B574540EE5EEE93A34655C0136058FE7C57454088855AD3BC4655C07EE200FA7D574540A0FA07910C4755C07959130B7C57454007B64AB0384755C0FC372F4E7C5745401457957D574755C0FC372F4E7C57454059315C1D004855C02076A6D079574540E3E2A8DC444855C091E9D0E97957454070ECD973994855C039D219187957454070067FBF984855C0E8305F5E80574540A08A1BB7984855C0B6679604A857454077F700DD974855C089929048DB58454000ADF9F1974855C075ADBD4F55594540A661F888984855C000581D39D2594540CFF41263994855C0185B0872505A454010CAFB389A4855C001DA56B3CE5A4540CFDA6D179A4855C010919A76315B454017BB7D56994855C02CBB6070CD5B454099B33EE5984855C0F544D7851F5C4540B8CCE9B2984855C06F62484E265C4540DBF0BBE9964855C0FCA71B28F05C454018231285964855C0CA8D226B0D5D454071546EA2964855C044FCC3961E5D45409A012EC8964855C032CB9E04365D4540A1D80A9A964855C0A7EA1ED95C5D454060E97C78964855C044696FF0855D4540FA230C03964855C06BD44334BA5D45405A2C45F2954855C002D71533C25D4540D1764CDD954855C067B96C74CE5D45404D98309A954855C0E19524CFF55D4540AEA06989954855C05039268BFB5D454066F4A3E1944855C0D6C9198A3B5E45400CC347C4944855C0B77BB94F8E5E454090BB0853944855C016D4B7CCE95E4540EA20AF07934855C09FAD8383BD5F4540DEA63FFB914855C0FB523F6F2A604540699082A7904855C0596C938AC66045401D75745C8D4855C0635E471CB261454076A6D0798D4855C0B894F3C5DE61454089450C3B8C4855C051A1BAB9F8614540
221,1016755,10646448,-085.3174361,+42.6734609,S,G5030,Block Group 2,260150114002,2,1832,1832,0,011400,015,26,0106000020E6100000010000000103000000010000006600000007EFAB72A15655C02810768A555745401D8F19A88C5655C07B6AF5D55557454092921E86565655C05D514A0856574540BA15C26A2C5655C04BE658DE55574540D51F6118B05555C0F7578FFB56574540CE6A813D265555C0494A7A185A574540685BCD3AE35455C05F72A3C85A5745400E2E1D739E5455C02AFD84B35B574540B45549641F5455C0776682E15C574540B43C0FEECE5355C0CAC0012D5D57454024456458C55355C06BB8C83D5D574540BD1B0B0A835355C016F6B4C35F574540F3C473B6805355C0467A51BB5F574540A4C519C39C5255C023A46E675F574540E4B4A7E49C5255C066A4DE5339574540925A28999C5255C0990F08742657454027A435069D5255C0A8716F7EC3564540B54AB0389C5255C0F2CB608C485645409E08E23C9C5255C0EC7DAA0A0D5645409E08E23C9C5255C011902FA182554540A4DFBE0E9C5255C0DEB06D51665545409274CDE49B5255C0D921FE614B5545402101A3CB9B5255C0FF76D9AF3B55454044F12A6B9B5255C0A532C51C045545401C446B459B5255C067925852EE544540348639419B5255C0DCA16131EA544540DA54DD239B5255C014967840D9544540221B48179B5255C0471E882CD254454099654F029B5255C023F77475C75445404034F3E49A5255C0C14CDBBFB2544540F86D88F19A5255C08E6D19709654454086FA5DD89A5255C0D420CCED5E5445407B4CA4349B5255C0BB9D7DE5415445400AD9791B9B5255C03B55BE6724544540C2120F289B5255C0382EE3A606544540519FE40E9B5255C0B328ECA2E853454086FA5DD89A5255C0425E0F26C55345409F3C2CD49A5255C04F745DF8C153454010B056ED9A5255C0F8A75489B2534540C09657AEB75255C001A3CB9BC353454050F9D7F2CA5255C060C8EA56CF534540583B8A73D45255C0B1524145D553454047551344DD5255C019390B7BDA53454024D06053E75255C0CE88D2DEE05345403A3B191C255355C0D959F44E05544540A06B5F402F5355C08FA9BBB20B544540FB3BDBA3375355C01475E61E12544540D5AF743E3C5355C0663387A416544540BC70E7C2485355C01D705D312354454034DB15FA605355C05740A19E3E54454019AF7955675355C0183E22A644544540AAF413CE6E5355C069FCC22B495445405262D7F6765355C08B6A11514C544540738236397C5355C079CBD58F4D5445400416C094815355C055C1A8A44E544540C72DE6E7865355C06C1D1CEC4D544540CF0B772E8C5355C062A3ACDF4C5445404A5D328E915355C056293DD34B544540151F9F909D5355C087156EF948544540871A8524B35355C049F6083543544540ABA92C0ABB5355C0855CA9674154454082E50819C85355C0B61490F63F5445408A8F4FC8CE5355C080D3BB783F5445403D49BA66F25355C0051A6CEA3C5445403F506EDBF75355C093A641D13C5445404948A46DFC5355C0F2AE7AC03C5445408881AE7D015455C052B7B3AF3C544540282B86AB035455C0A41133FB3C5445406EA301BC055455C0F86BB2463D54454041295AB9175455C0D22D3BC43F54454032FFE89B345455C0C4AF58C3455445405F27F565695455C09905DA1D52544540E2934E24985455C030D461855B5445406327BC04A75455C0C3B5DAC35E54454044E048A0C15455C00892770E65544540BC95253ACB5455C05393E00D695445406F66F4A3E15455C076D7D9907F54454003CDE7DCED5455C077F4BF5C8B544540CBA145B6F35455C0A5DC7D8E8F544540B1DD3D40F75455C06876DD5B915445407CD6355A0E5555C00AF31E679A5445408FE046CA165555C0D8D2A3A99E5445407BBFD18E1B5555C0B85164ADA15445405E2BA1BB245555C096CCB1BCAB544540957F2DAF5C5555C0E0F60489ED5445408C9DF0129C5555C0478B3386395545407801F6D1A95555C0DA5548F949554540D7463CD9CD5555C0DD99098673554540274F594DD75555C0BF9D44847F5545402FDFFAB0DE5555C065A3737E8A554540E4BF4010205655C0828DEBDFF555454041498105305655C01475E61E1256454016855D143D5655C0E0F25833325645403557CD73445655C0E2C8039145564540FDF7E0B54B5655C0F04C68925856454079B130444E5655C0D06394675E56454068CBB914575655C050C3B7B06E5645409E29745E635655C0994528B6825645400954FF20925655C0B8C5FCDCD0564540CF85915ED45655C0A4C343183F5745406E32AA0CE35655C0338AE5965657454007EFAB72A15655C02810768A55574540
283,359109,59400870,-085.2364451,+42.7280208,S,G5030,Block Group 3,260150102003,3,1351,1306,45,010200,015,26,0106000020E610000001000000010300000001000000580000006EC328081E5055C08B2FDAE38562454004A9143B1A5055C07AC4E8B985624540D9B27C5D864F55C0C8957A1684624540CBB392567C4F55C004C8D0B183624540BC900E0F614F55C0F819170E8462454083A10E2BDC4E55C0E6AE25E483624540EAE8B81AD94E55C0E6AE25E483624540BEB51325214E55C0DA006C4084624540C49448A2974D55C0572250FD836245404B1C7920B24C55C04A404CC28562454044DB3175574C55C0CDEA1D6E8762454027DC2BF3564C55C04432E4D87A6245406242CC25554C55C0D34F38BBB5604540B1DF13EB544C55C0C93846B2476045403AAFB14B544C55C0D573D2FBC65F454033F279C5534C55C034BE2F2E555F4540D4E940D6534C55C0F7EAE3A1EF5E4540D5CF9B8A544C55C0C860C5A9D65E4540A7CD380D514C55C05BB1BFEC9E5E4540309DD66D504C55C04FB2D5E5945E45405D6BEF53554C55C04A41B797345E454082C30B22524C55C084B70721205D454093145800534C55C08E3EE603025D45401827BEDA514C55C0A7ACA6EB895C4540E2E5E95C514C55C0C6A52A6D715B45409B1F7F69514C55C0C15087156E5B4540CAA31B61514C55C0D5415E0F265B454023EF1CCA504C55C000A8E2C62D5A454030833122514C55C04696CCB1BC59454064DEAAEB504C55C05B001AA54B594540355A0EF4504C55C0BCE6559DD558454083DDB06D514C55C0CB0F5CE50958454064C405A0514C55C0E3486760E457454083DDB06D514C55C08BA71E6970574540FFCF61BEBC4C55C03E3E213B6F574540BBB72231414D55C0D4BB783F6E5745400DA9A278954D55C0264A42226D5745407EC4AF58C34D55C0228D0A9C6C574540A41820D1044E55C0E1D1C6116B5745401F2C6343374E55C0D65757056A5745401F317A6EA14E55C0F96184F068574540F818AC38D54E55C006103E9468574540B6F3FDD4784F55C04F24986A6657454096E65608AB4F55C06B3D433866574540842D76FBAC4F55C00D350A496657454030F2B226165055C02A4EB51666574540B8921D1B815055C06D718DCF6457454038BEF6CC925055C0AF601BF164574540B29AAE27BA5055C0791F477364574540AE11C138B85055C0838252B47257454096E99788B75055C025CB49287D574540912C6002B75055C029C76471FF574540E94317D4B75055C0ED2B0FD2535845404F232D95B75055C0A81ABD1AA05845400186E5CFB75055C0EDBB22F8DF5845402B33A5F5B75055C009151C5E105945400D1AFA27B85055C0B5FAEAAA40594540F5BD86E0B85055C066C0594A965945401E6B4606B95055C0153C855CA959454030D63730B95055C094331477BC5945401E51A1BAB95055C040FB9122325A45408907944DB95055C047938B31B05A454054C554FA095155C0FE0A992B835A4540F294D5743D5155C0AE122C0E675A454018416326515155C077B471C45A5A45400A117008555155C067B114C9575A4540B54E5C8E575155C0F3E84658545A45407311DF89595155C0E31934F44F5A45401E8315A75A5155C01B47ACC5A75A4540DD79E2395B5155C0D0B87020245B45407D71A94A5B5155C010919A76315B4540AF912408575155C0740CC85EEF5C4540B66801DA565155C0160E8464015D4540E73A8DB4545155C048A30227DB5E454016A58460555155C01349F4328A5F454016A58460555155C052616C21C85F45403F389F3A565155C0B5C35F9335604540C8ED974F565155C06D74CE4F716045400306499F565155C079043752B6604540DF15C1FF565155C0179AEB34D260454009C38025575155C0B325AB22DC6045409278793A575155C074232C2AE260454085B01A4B585155C012F92EA52E614540EF4C6892585155C0E44A3D0B4261454038F92D3A595155C043C70E2A716145408B53AD85595155C0BD1E4C8A8F614540E31C75745C5155C097A949F0866245406EC328081E5055C08B2FDAE385624540
261,2046349,24868753,-085.5058012,+42.6632373,S,G5030,Block Group 1,260150104021,1,1274,1229,45,010402,015,26,0106000020E61000000100000001030000000100000069000000FBE93F6B7E6255C088122D793C574540F67EA31D376255C01B28F04E3E574540F25D4A5D326255C08D9B1A683E57454054A9D903AD6155C00264E8D841574540EE7893DFA26155C08542041C42574540EA7B0DC1716155C0AED51EF642574540471D1D57236155C03C2EAA45445745402E56D4601A6155C01E15FF7744574540B6A0F7C6106155C0D177B7B2445745405E83BEF4F66055C047A81952455745407F32C687D96055C0D634EF3845574540641EF983816055C0A548BE124857454091813CBB7C6055C0FF93BF7B47574540B58828266F6055C0BD70E7C248574540F2D1E28C616055C0ABD1AB014A57454095490D6D006055C083A6255646574540CF8250DEC75F55C05186AA984A57454001A5A146215F55C0DFDE35E84B574540C74961DEE35D55C01EFE9AAC5157454002F4FBFECD5D55C0CAA31B6151574540014C1938A05D55C08E3D7B2E53574540D0436D1B465D55C094FAB2B4535745404BE0D6DD3C5D55C014B2F33636574540CF842689255D55C0ABE97AA2EB564540CAFB389A235D55C0A10BEA5BE656454044FCC3961E5D55C0D6AA5D13D25645407B2766BD185D55C075CC79C6BE564540B56CAD2F125D55C0EFE3688EAC5645400F2043C70E5D55C0D5CE30B5A5564540AD6EF59CF45C55C0E6400FB56D564540D2C6116BF15C55C0494DBB9866564540AF8C0DDDEC5C55C0001C7BF65C564540F4177AC4E85C55C0DCF4673F5256454079AC1919E45C55C09C5088804356454057D0B4C4CA5C55C096438B6CE755454037C478CDAB5C55C0F816D68D77554540C3633F8BA55C55C06FD921FE615545404912842BA05C55C0A37895B54D554540C1DEC4909C5C55C0657094BC3A55454063F030ED9B5C55C0865968E7345545409174CDE49B5C55C025CCB4FD2B554540620AD6389B5C55C0DE8E705AF05445407575C7629B5C55C0B471C45A7C544540ABD0402C9B5C55C02A1900AAB85345408DB7955E9B5C55C017EFC7ED97534540CDCD37A27B5D55C0C8E9EBF99A534540092DEBFEB15D55C0404E98309A534540DFBF7971E25D55C0C81D3691995345404DF73AA92F5E55C0827170E998534540A8DA6E826F5E55C0D00EB8AE985345405B3FFD67CD5E55C09A012EC89653454008228B34F15E55C0E3E13D0796534540FD4CBD6E115F55C0A1F2AFE595534540A73FFB91225F55C0307F85CC9553454063D4B5F63E5F55C0BF0B5BB395534540177E703E755F55C049DBF81395534540C53C2B69C55F55C0431EC18D94534540700B96EA026055C0F6B4C35F9353454045292158556055C0F6B4C35F93534540B91457957D6055C0EA060ABC93534540B4C2F4BD866055C038A4518193534540AD69DE718A6055C038A4518193534540B3B3E89D0A6155C0490F43AB93534540F5D6C056096155C02A1BD654165345403D05C078066155C051D9B0A6B2524540B6696CAF056155C078B306EFAB52454093C7D3F2036155C0C9207711A6524540382EE3A6066155C0D5CE30B5A552454020CEC3094C6155C01135D1E7A3524540AF8D78B29B6155C06B80D250A3524540D823D40CA96155C0FA0CA837A352454071DF6A9DB86155C0BF0E9C33A25245403F36C98FF86155C0538CF337A1524540E9D7D64FFF6155C0E218C91EA1524540ABAE4335256255C031B610E4A052454032535A7F4B6255C0C042E6CAA052454021AD31E8846255C0D2E1218C9F5245401152B7B3AF6255C03ECC5EB69D524540CD1DFD2FD76255C0F16261889C524540CD1DFD2FD76255C0FDDCD0949D52454015E46723D76255C0804067D2A6524540AA2D7590D76255C0B7B41A12F752454062670A9DD76255C0DBA7E33103534540BB9866BAD76255C0E13AC615175345403E7782FDD76255C09065C1C41F534540C1559E40D86255C0DCA0F65B3B5345405C76887FD86255C0CFF8BEB8545345406DE179A9D86255C01747E5266A5345403E5DDDB1D86255C01477BCC96F534540204432E4D86255C05FE63BF889534540204432E4D86255C0E12879758E534540E99AC937DB6255C0994528B6825445405F97E13FDD6255C0F50CE198655545408E01D9EBDD6255C0A4AB74779D55454053CF8250DE6255C0A56ABB09BE55454070CE88D2DE6255C04D97C5C4E65545404CDE0033DF6255C03BFE0B040156454088F6B182DF6255C00F09DFFB1B5645405872158BDF6255C0C5C03A8E1F564540ABCC94D6DF6255C0C5C6BC8E38564540BD378600E06255C0FB2477D84456454021C9ACDEE16255C0D62FD80DDB56454039F1D58EE26255C09CF6949C1357454086747808E36255C0124A5F0839574540FBE93F6B7E6255C088122D793C574540
